epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
138,0.12978,0.12114,0.8005,0.8892,0.8801,0.8985,2.41e-05,64,0.8972,0.7826,0.7892,0.8209,0.6871
139,0.12827,0.12041,0.8014,0.8897,0.8812,0.8984,2.34e-05,64,0.8977,0.7846,0.7892,0.8226,0.6878
140,0.12740,0.12027,0.8018,0.8900,0.8849,0.8952,2.27e-05,64,0.8991,0.7840,0.7896,0.8224,0.6885
141,0.12777,0.11937,0.8022,0.8903,0.8811,0.8996,2.20e-05,64,0.8990,0.7860,0.7897,0.8231,0.6887
142,0.12675,0.11926,0.8018,0.8900,0.8820,0.8981,2.14e-05,64,0.8976,0.7861,0.7887,0.8226,0.6891
143,0.12700,0.11909,0.8014,0.8897,0.8823,0.8973,2.07e-05,64,0.8969,0.7859,0.7888,0.8221,0.6886
144,0.12578,0.11858,0.8012,0.8896,0.8788,0.9007,2.00e-05,64,0.8976,0.7833,0.7899,0.8219,0.6884
145,0.12534,0.11807,0.8020,0.8901,0.8802,0.9002,1.94e-05,64,0.8986,0.7847,0.7885,0.8235,0.6892
146,0.12583,0.11781,0.8030,0.8907,0.8858,0.8957,1.87e-05,64,0.8989,0.7856,0.7891,0.8251,0.6909
147,0.12418,0.11750,0.8025,0.8904,0.8830,0.8979,1.81e-05,64,0.8984,0.7862,0.7902,0.8239,0.6885
148,0.12454,0.11710,0.8035,0.8911,0.8864,0.8958,1.75e-05,64,0.8980,0.7866,0.7918,0.8248,0.6910
149,0.12505,0.11704,0.8034,0.8910,0.8872,0.8947,1.68e-05,64,0.8976,0.7867,0.7923,0.8241,0.6907
150,0.12409,0.11635,0.8032,0.8909,0.8826,0.8993,1.62e-05,64,0.8993,0.7872,0.7909,0.8246,0.6894
151,0.12316,0.11612,0.8038,0.8912,0.8855,0.8970,1.56e-05,64,0.8984,0.7878,0.7908,0.8248,0.6922
152,0.12310,0.11575,0.8034,0.8910,0.8815,0.9006,1.50e-05,64,0.8986,0.7869,0.7904,0.8250,0.6910
153,0.12276,0.11556,0.8035,0.8910,0.8816,0.9006,1.44e-05,64,0.8982,0.7875,0.7922,0.8247,0.6897
154,0.12321,0.11532,0.8042,0.8914,0.8846,0.8984,1.39e-05,64,0.8996,0.7871,0.7923,0.8248,0.6915
155,0.12273,0.11514,0.8043,0.8915,0.8863,0.8969,1.33e-05,64,0.8994,0.7890,0.7923,0.8250,0.6906
156,0.12233,0.11506,0.8041,0.8914,0.8861,0.8968,1.27e-05,64,0.8994,0.7880,0.7912,0.8256,0.6910
157,0.12199,0.11465,0.8045,0.8917,0.8852,0.8983,1.22e-05,64,0.9005,0.7891,0.7921,0.8258,0.6903
158,0.12251,0.11473,0.8033,0.8910,0.8828,0.8993,1.17e-05,64,0.8973,0.7869,0.7919,0.8253,0.6897
159,0.12126,0.11426,0.8048,0.8918,0.8871,0.8966,1.11e-05,64,0.9002,0.7896,0.7926,0.8263,0.6901
160,0.12181,0.11404,0.8042,0.8915,0.8824,0.9007,1.06e-05,64,0.8986,0.7882,0.7918,0.8267,0.6903
161,0.12093,0.11396,0.8033,0.8909,0.8784,0.9038,1.01e-05,64,0.8987,0.7867,0.7909,0.8250,0.6901
162,0.12085,0.11392,0.8039,0.8913,0.8848,0.8979,9.64e-06,64,0.8981,0.7872,0.7915,0.8256,0.6917
163,0.12034,0.11358,0.8045,0.8916,0.8838,0.8996,9.16e-06,64,0.8998,0.7877,0.7917,0.8263,0.6914
164,0.12008,0.11335,0.8048,0.8919,0.8844,0.8995,8.69e-06,64,0.8998,0.7881,0.7923,0.8266,0.6919
165,0.11980,0.11297,0.8056,0.8923,0.8855,0.8993,8.23e-06,64,0.9005,0.7892,0.7938,0.8272,0.6923
166,0.11998,0.11313,0.8051,0.8920,0.8866,0.8975,7.79e-06,64,0.8996,0.7886,0.7917,0.8269,0.6936
167,0.11922,0.11277,0.8060,0.8926,0.8882,0.8971,7.35e-06,64,0.9007,0.7905,0.7936,0.8275,0.6928
