epoch,train_loss,train_seg,train_profile,train_trace,ramp,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage,val_iou_intersecting_conjugate
130,0.21321,0.21321,0.00000,0.00000,1.00,0.21437,0.5636,0.7209,0.6745,0.7742,2.50e-05,39,0.6679,0.6165,0.6836,0.6173,0.1868,0.7960
131,0.21313,0.21313,0.00000,0.00000,1.00,0.21369,0.5656,0.7226,0.6767,0.7751,2.50e-05,39,0.6504,0.6108,0.6772,0.6114,0.1971,0.7970
132,0.21453,0.21453,0.00000,0.00000,1.00,0.21065,0.5702,0.7263,0.6804,0.7788,2.50e-05,39,0.6680,0.6133,0.6860,0.6093,0.2009,0.7958
133,0.21518,0.21518,0.00000,0.00000,1.00,0.21636,0.5602,0.7181,0.6669,0.7779,2.50e-05,39,0.6307,0.5969,0.6726,0.6058,0.1983,0.7975
134,0.21282,0.21282,0.00000,0.00000,1.00,0.21575,0.5633,0.7206,0.6806,0.7657,2.50e-05,39,0.6713,0.6145,0.6825,0.6179,0.1826,0.7985
135,0.21595,0.21595,0.00000,0.00000,1.00,0.21402,0.5687,0.7251,0.6849,0.7702,2.50e-05,39,0.6644,0.6269,0.6759,0.6201,0.1886,0.7990
136,0.21421,0.21421,0.00000,0.00000,1.00,0.21173,0.5649,0.7219,0.6718,0.7802,2.50e-05,39,0.6653,0.6204,0.6790,0.6137,0.1989,0.7966
137,0.21275,0.21275,0.00000,0.00000,1.00,0.21656,0.5622,0.7198,0.6736,0.7727,2.50e-05,39,0.6637,0.6245,0.6826,0.6187,0.1775,0.7988
138,0.21263,0.21263,0.00000,0.00000,1.00,0.21508,0.5636,0.7209,0.6721,0.7774,2.50e-05,39,0.6543,0.6223,0.6749,0.6138,0.1893,0.7966
139,0.21150,0.21150,0.00000,0.00000,1.00,0.21479,0.5676,0.7242,0.6830,0.7706,2.50e-05,39,0.6532,0.6106,0.6770,0.6050,0.1939,0.7983
140,0.21131,0.21131,0.00000,0.00000,1.00,0.21743,0.5650,0.7221,0.6841,0.7645,2.50e-05,39,0.6528,0.6090,0.6812,0.5939,0.1853,0.7992
